SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,snapshot_dt
TITAN,EQ,3406,3419.1,3382.55,3396.95,3398.4,3408.4,589530,2005900313,24-Nov-23,49286,24/11/23
TITAN,EQ,3417.95,3445.95,3397.35,3442.4,3444,3396.95,733524,2519623671,28-Nov-23,78061,28/11/23
TITAN,EQ,3473.85,3473.85,3424,3429.3,3429.5,3442.4,819200,2817363379,29-Nov-23,66687,29/11/23
TITAN,EQ,3431.1,3500,3422.25,3490.6,3483.8,3429.3,1480088,5139481223,30-Nov-23,102983,30/11/23
TITAN,EQ,3499,3500,3470,3489.5,3483,3490.6,655263,2285217004,01-Dec-23,82956,01/12/23
TITAN,EQ,3550,3550,3478.05,3488.4,3487.5,3489.5,808838,2827407832,04-Dec-23,71335,04/12/23
TITAN,EQ,3488.4,3550,3479,3545.3,3549,3488.4,713651,2517095462,05-Dec-23,65894,05/12/23
TITAN,EQ,3550,3573.95,3522.1,3546.9,3545,3545.3,474140,1684731748,06-Dec-23,52339,06/12/23
TITAN,EQ,3546.9,3595,3519.05,3585.4,3580.1,3546.9,820214,2930997187,07-Dec-23,89335,07/12/23
TITAN,EQ,3575,3646.95,3575,3634.65,3623,3585.4,1562141,5648446222,08-Dec-23,114013,08/12/23
TITAN,EQ,3634.55,3644.6,3598.3,3630.5,3631,3634.65,620604,2248050270,11-Dec-23,66180,11/12/23
TITAN,EQ,3637,3644.5,3563.25,3571.4,3574,3630.5,1075941,3860136411,12-Dec-23,117870,12/12/23
TITAN,EQ,3585,3609.75,3552.75,3602.35,3605.35,3571.4,717618,2568727437,13-Dec-23,85440,13/12/23
TITAN,EQ,3647,3647,3584.35,3591.4,3600,3602.35,992762,3567762396,14-Dec-23,101410,14/12/23
TITAN,EQ,3615,3615,3584.8,3600.55,3601.25,3591.4,906271,3262421616,15-Dec-23,84846,15/12/23
TITAN,EQ,3600.7,3667.2,3593.9,3619.6,3619,3600.55,699850,2539567184,18-Dec-23,79968,18/12/23
TITAN,EQ,3610.65,3627.95,3600.1,3610.45,3607.55,3619.6,577926,2088453589,19-Dec-23,67301,19/12/23
TITAN,EQ,3610.45,3651.5,3541,3554.1,3559,3610.45,849001,3067823823,20-Dec-23,92733,20/12/23
TITAN,EQ,3524.1,3598.95,3518.8,3580,3580,3554.1,816722,2911922455,21-Dec-23,98614,21/12/23
TITAN,EQ,3580,3638.45,3560.55,3627.35,3620,3580,777099,2804472873,22-Dec-23,104080,22/12/23
TITAN,EQ,3635,3665,3623.45,3656.7,3660,3627.35,526101,1919942832,26-Dec-23,69700,26/12/23
TITAN,EQ,3668,3695,3645,3689.25,3689,3656.7,666625,2448094971,27-Dec-23,79506,27/12/23
TITAN,EQ,3699.9,3737,3680.7,3715.1,3708,3689.25,1033648,3835067418,28-Dec-23,96823,28/12/23
TITAN,EQ,3715.1,3715.1,3660.25,3675.45,3685.9,3715.1,709614,2609482945,29-Dec-23,74001,29/12/23
TITAN,EQ,3689,3698,3667.5,3677.15,3679.85,3675.45,286683,1055037815,01-Jan-24,49467,01/01/24
TITAN,EQ,3689,3707.85,3642.5,3698.25,3699,3677.15,453685,1669963643,02-Jan-24,52647,02/01/24
TITAN,EQ,3708,3709.95,3665,3693.05,3696,3698.25,356757,1315718157,03-Jan-24,49334,03/01/24
TITAN,EQ,3696,3727,3686.65,3719.7,3715,3693.05,545228,2025716485,04-Jan-24,63834,04/01/24
TITAN,EQ,3719.7,3750,3687.25,3712.55,3713.05,3719.7,963628,3573495238,05-Jan-24,97924,05/01/24
TITAN,EQ,3770,3776.85,3695.8,3706.05,3710.95,3712.55,1202148,4482307280,08-Jan-24,109095,08/01/24
TITAN,EQ,3736.95,3753.95,3685.15,3694,3699.05,3706.05,572612,2130776997,09-Jan-24,55068,09/01/24
TITAN,EQ,3708,3730,3690,3714.45,3716,3694,556311,2063423694,10-Jan-24,68315,10/01/24
TITAN,EQ,3726.9,3742.7,3692.6,3698.6,3699,3714.45,392818,1457999780,11-Jan-24,58089,11/01/24
TITAN,EQ,3700,3734.3,3647.95,3726,3728.75,3698.6,990582,3656169736,12-Jan-24,103282,12/01/24
TITAN,EQ,3740,3775,3736,3758.85,3756.35,3726,661292,2484413017,15-Jan-24,71302,15/01/24
TITAN,EQ,3758.85,3858,3756,3820.3,3818.9,3758.85,1170685,4471091959,16-Jan-24,107714,16/01/24
TITAN,EQ,3818.95,3855,3800,3830.05,3825.1,3820.3,723356,2772353506,17-Jan-24,81164,17/01/24
TITAN,EQ,3791.35,3824.65,3718.85,3734.7,3737.9,3830.05,1293580,4873965467,18-Jan-24,158684,18/01/24
TITAN,EQ,3742.2,3861.5,3740.7,3810.6,3816,3734.7,2566367,9730784730,19-Jan-24,129775,19/01/24
TITAN,EQ,3833.95,3834.4,3780,3784.7,3786,3810.6,238575,907686254.2,20-Jan-24,29433,20/01/24
TITAN,EQ,3786,3858,3705.75,3739.65,3737.9,3784.7,1053510,3978665289,23-Jan-24,92852,23/01/24
